role,level,techstack,type,question
Next.js Developer,Mid,HTML,Mixed,Explain HTML and how you handled code quality in real projects.
Infrastructure Engineer,Junior,MySQL,Mixed,Explain MySQL and how you handled load issues in real projects.
Solutions Engineer,Junior,Redis,Mixed,Explain Redis and how you handled security risks in real projects.
DevOps Engineer,Junior,Kubernetes,Mixed,Explain Kubernetes and how you handled edge cases in real projects.
Analytics Engineer,Senior,MySQL,Mixed,Explain MySQL and how you handled CI/CD pipelines in real projects.
Application Security Engineer,Junior,Next.js,Mixed,Explain Next.js and how you handled bugs in real projects.
AR/VR Engineer,Mid,JavaScript,Mixed,Explain JavaScript and how you handled resource limits in real projects.
Staff Software Engineer,Mid,Vue.js,Mixed,Explain Vue.js and how you handled logging in real projects.
Principal Software Engineer,Senior,Java,Mixed,Explain Java and how you handled edge cases in real projects.
Site Reliability Engineer,Mid,PostgreSQL,Mixed,Explain PostgreSQL and how you handled load issues in real projects.
React Developer,Mid,Flask,Mixed,Explain Flask and how you handled architecture decisions in real projects.
AR/VR Engineer,Senior,Azure,Mixed,Explain Azure and how you handled monitoring in real projects.
Analytics Engineer,Senior,HTML,Mixed,Explain HTML and how you handled edge cases in real projects.
iOS Engineer,Junior,Redis,Mixed,Explain Redis and how you handled optimization in real projects.
Backend Developer,Mid,TypeScript,Mixed,Explain TypeScript and how you handled deployment failures in real projects.
Analytics Engineer,Junior,Azure,Mixed,Explain Azure and how you handled testing strategy in real projects.
Blockchain Developer,Mid,Node.js,Mixed,Explain Node.js and how you handled integration challenges in real projects.
Site Reliability Engineer,Mid,Django,Mixed,Explain Django and how you handled code quality in real projects.
AI Engineer,Senior,HTML,Mixed,Explain HTML and how you handled downtime in real projects.
Test Engineer,Senior,Docker,Mixed,Explain Docker and how you handled production incidents in real projects.
iOS Engineer,Mid,Next.js,Mixed,Explain Next.js and how you handled edge cases in real projects.
Blockchain Developer,Junior,HTML,Mixed,Explain HTML and how you handled testing strategy in real projects.
Penetration Testing Engineer,Junior,Docker,Mixed,Explain Docker and how you handled API issues in real projects.
Security Engineer,Junior,Spring,Mixed,Explain Spring and how you handled scaling challenges in real projects.
Security Engineer,Senior,Angular,Mixed,Explain Angular and how you handled failures in real projects.
Game Developer,Senior,Angular,Mixed,Explain Angular and how you handled resource limits in real projects.
Build and Release Engineer,Mid,Next.js,Mixed,Explain Next.js and how you handled bugs in real projects.
Cross-Platform Developer,Senior,Django,Mixed,Explain Django and how you handled load issues in real projects.
JavaScript Engineer,Senior,Angular,Mixed,Explain Angular and how you handled downtime in real projects.
Test Engineer,Junior,Spring,Mixed,Explain Spring and how you handled team coordination in real projects.
Backend Developer,Junior,AWS,Mixed,Explain AWS and how you handled edge cases in real projects.
Data Platform Engineer,Mid,Spring,Mixed,Explain Spring and how you handled scaling challenges in real projects.
Robotics Software Engineer,Junior,HTML,Mixed,Explain HTML and how you handled edge cases in real projects.
UI Engineer,Junior,Redis,Mixed,Explain Redis and how you handled CI/CD pipelines in real projects.
AR/VR Engineer,Mid,Angular,Mixed,Explain Angular and how you handled logging in real projects.
Machine Learning Engineer,Senior,AWS,Mixed,Explain AWS and how you handled downtime in real projects.
Data Platform Engineer,Junior,Spring,Mixed,Explain Spring and how you handled edge cases in real projects.
AI Engineer,Junior,MongoDB,Mixed,Explain MongoDB and how you handled refactoring in real projects.
Principal Software Engineer,Senior,MySQL,Mixed,Explain MySQL and how you handled logging in real projects.
Application Security Engineer,Junior,Next.js,Mixed,Explain Next.js and how you handled deployment failures in real projects.
Blockchain Developer,Senior,PostgreSQL,Mixed,Explain PostgreSQL and how you handled team coordination in real projects.
Cross-Platform Developer,Junior,Vue.js,Mixed,Explain Vue.js and how you handled load issues in real projects.
Firmware Engineer,Senior,Next.js,Mixed,Explain Next.js and how you handled integration challenges in real projects.
Frontend Developer,Mid,Flask,Mixed,Explain Flask and how you handled code quality in real projects.
QA Automation Engineer,Senior,Spring,Mixed,Explain Spring and how you handled performance issues in real projects.
Web Developer,Junior,MySQL,Mixed,Explain MySQL and how you handled performance issues in real projects.
Next.js Developer,Senior,Vue.js,Mixed,Explain Vue.js and how you handled production incidents in real projects.
Embedded Software Engineer,Senior,Azure,Mixed,Explain Azure and how you handled edge cases in real projects.
Staff Software Engineer,Mid,Azure,Mixed,Explain Azure and how you handled architecture decisions in real projects.
Data Platform Engineer,Mid,Docker,Mixed,Explain Docker and how you handled downtime in real projects.
Backend Developer,Junior,PostgreSQL,Mixed,Explain PostgreSQL and how you handled architecture decisions in real projects.
Software Engineer,Junior,PostgreSQL,Mixed,Explain PostgreSQL and how you handled team coordination in real projects.
UI Engineer,Mid,PostgreSQL,Mixed,Explain PostgreSQL and how you handled testing strategy in real projects.
DevOps Engineer,Mid,Python,Mixed,Explain Python and how you handled performance issues in real projects.
Application Security Engineer,Junior,AWS,Mixed,Explain AWS and how you handled security risks in real projects.
QA Engineer,Senior,MySQL,Mixed,Explain MySQL and how you handled logging in real projects.
Embedded Software Engineer,Senior,MySQL,Mixed,Explain MySQL and how you handled architecture decisions in real projects.
AI Engineer,Senior,Python,Mixed,Explain Python and how you handled logging in real projects.
Site Reliability Engineer,Junior,Python,Mixed,Explain Python and how you handled downtime in real projects.
Analytics Engineer,Senior,MySQL,Mixed,Explain MySQL and how you handled downtime in real projects.
Staff Software Engineer,Mid,Docker,Mixed,Explain Docker and how you handled resource limits in real projects.
AI Engineer,Junior,Azure,Mixed,Explain Azure and how you handled downtime in real projects.
Build and Release Engineer,Mid,Django,Mixed,Explain Django and how you handled testing strategy in real projects.
Platform Engineer,Senior,TypeScript,Mixed,Explain TypeScript and how you handled failures in real projects.
Web Developer,Junior,Python,Mixed,Explain Python and how you handled scaling challenges in real projects.
Web Developer,Mid,Docker,Mixed,Explain Docker and how you handled monitoring in real projects.
AI Engineer,Mid,Java,Mixed,Explain Java and how you handled downtime in real projects.
Frontend Developer,Mid,PostgreSQL,Mixed,Explain PostgreSQL and how you handled load issues in real projects.
Backend Developer,Mid,Java,Mixed,Explain Java and how you handled optimization in real projects.
Robotics Software Engineer,Senior,HTML,Mixed,Explain HTML and how you handled latency in real projects.
React Developer,Mid,Vue.js,Mixed,Explain Vue.js and how you handled security risks in real projects.
Web Developer,Mid,Redis,Mixed,Explain Redis and how you handled code quality in real projects.
Infrastructure Engineer,Mid,Azure,Mixed,Explain Azure and how you handled deployment failures in real projects.
Infrastructure Engineer,Junior,Flask,Mixed,Explain Flask and how you handled failures in real projects.
DevOps Engineer,Mid,HTML,Mixed,Explain HTML and how you handled performance issues in real projects.
UI Engineer,Mid,MongoDB,Mixed,Explain MongoDB and how you handled logging in real projects.
Backend Developer,Junior,MySQL,Mixed,Explain MySQL and how you handled CI/CD pipelines in real projects.
Application Security Engineer,Senior,Node.js,Mixed,Explain Node.js and how you handled data handling in real projects.
Game Developer,Junior,Django,Mixed,Explain Django and how you handled edge cases in real projects.
Robotics Software Engineer,Senior,Angular,Mixed,Explain Angular and how you handled security risks in real projects.
Robotics Software Engineer,Junior,CSS,Mixed,Explain CSS and how you handled optimization in real projects.
DevOps Engineer,Mid,JavaScript,Mixed,Explain JavaScript and how you handled optimization in real projects.
Frontend Developer,Junior,Python,Mixed,Explain Python and how you handled resource limits in real projects.
Penetration Testing Engineer,Senior,MySQL,Mixed,Explain MySQL and how you handled deployment failures in real projects.
Data Platform Engineer,Junior,MongoDB,Mixed,Explain MongoDB and how you handled downtime in real projects.
Embedded Software Engineer,Senior,Spring,Mixed,Explain Spring and how you handled team coordination in real projects.
Penetration Testing Engineer,Senior,Java,Mixed,Explain Java and how you handled security risks in real projects.
Mobile Developer,Mid,React,Mixed,Explain React and how you handled data handling in real projects.
Analytics Engineer,Junior,TypeScript,Mixed,Explain TypeScript and how you handled load issues in real projects.
JavaScript Engineer,Senior,PostgreSQL,Mixed,Explain PostgreSQL and how you handled data handling in real projects.
Embedded Software Engineer,Junior,Spring,Mixed,Explain Spring and how you handled API issues in real projects.
MLOps Engineer,Mid,Vue.js,Mixed,Explain Vue.js and how you handled system design in real projects.
AR/VR Engineer,Mid,Vue.js,Mixed,Explain Vue.js and how you handled architecture decisions in real projects.
Machine Learning Engineer,Junior,Kubernetes,Mixed,Explain Kubernetes and how you handled team coordination in real projects.
Site Reliability Engineer,Junior,Django,Mixed,Explain Django and how you handled load issues in real projects.
Game Developer,Senior,Angular,Mixed,Explain Angular and how you handled monitoring in real projects.
Data Platform Engineer,Junior,Kubernetes,Mixed,Explain Kubernetes and how you handled architecture decisions in real projects.
Game Developer,Senior,Spring,Mixed,Explain Spring and how you handled code quality in real projects.
Embedded Software Engineer,Senior,Angular,Mixed,Explain Angular and how you handled optimization in real projects.
Mobile Developer,Junior,React,Mixed,Explain React and how you handled load issues in real projects.
Build and Release Engineer,Mid,Python,Mixed,Explain Python and how you handled load issues in real projects.
Software Engineer,Senior,React,Mixed,Explain React and how you handled latency in real projects.
iOS Engineer,Junior,Redis,Mixed,Explain Redis and how you handled logging in real projects.
