role,level,techstack,type,question
Test Engineer,Senior,MySQL,Behavioral,Describe your experience with MySQL focusing on decision making.
AR/VR Engineer,Junior,Angular,Behavioral,Describe your experience with Angular focusing on stress handling.
Analytics Engineer,Junior,Azure,Behavioral,Describe your experience with Azure focusing on communication.
Application Security Engineer,Junior,Python,Behavioral,Describe your experience with Python focusing on stress handling.
Robotics Software Engineer,Senior,Java,Behavioral,Describe your experience with Java focusing on planning.
Build and Release Engineer,Senior,Next.js,Behavioral,Describe your experience with Next.js focusing on collaboration.
Security Engineer,Mid,PostgreSQL,Behavioral,Describe your experience with PostgreSQL focusing on leadership.
Firmware Engineer,Junior,Redis,Behavioral,Describe your experience with Redis focusing on adaptability.
Android Engineer,Mid,Next.js,Behavioral,Describe your experience with Next.js focusing on learning.
Data Platform Engineer,Junior,Django,Behavioral,Describe your experience with Django focusing on teamwork.
Robotics Software Engineer,Junior,Docker,Behavioral,Describe your experience with Docker focusing on problem solving.
Infrastructure Engineer,Senior,Docker,Behavioral,Describe your experience with Docker focusing on delivery.
Game Developer,Junior,Express,Behavioral,Describe your experience with Express focusing on growth.
Platform Engineer,Junior,React,Behavioral,Describe your experience with React focusing on mentorship.
iOS Engineer,Junior,Python,Behavioral,Describe your experience with Python focusing on adaptability.
Staff Software Engineer,Junior,HTML,Behavioral,Describe your experience with HTML focusing on adaptability.
Staff Software Engineer,Senior,JavaScript,Behavioral,Describe your experience with JavaScript focusing on responsibility.
Blockchain Developer,Mid,AWS,Behavioral,Describe your experience with AWS focusing on impact.
Software Engineer,Mid,React,Behavioral,Describe your experience with React focusing on learning.
Embedded Software Engineer,Senior,CSS,Behavioral,Describe your experience with CSS focusing on adaptability.
Principal Software Engineer,Senior,React,Behavioral,Describe your experience with React focusing on ownership.
JavaScript Engineer,Senior,Python,Behavioral,Describe your experience with Python focusing on time management.
Blockchain Developer,Senior,Java,Behavioral,Describe your experience with Java focusing on impact.
Frontend Developer,Mid,Node.js,Behavioral,Describe your experience with Node.js focusing on time management.
ML Engineer,Junior,Python,Behavioral,Describe your experience with Python focusing on adaptability.
JavaScript Engineer,Mid,TypeScript,Behavioral,Describe your experience with TypeScript focusing on problem solving.
Platform Engineer,Junior,TypeScript,Behavioral,Describe your experience with TypeScript focusing on planning.
Platform Engineer,Junior,Redis,Behavioral,Describe your experience with Redis focusing on conflict.
Application Security Engineer,Junior,AWS,Behavioral,Describe your experience with AWS focusing on ownership.
DevOps Engineer,Mid,Angular,Behavioral,Describe your experience with Angular focusing on failure.
React Developer,Junior,CSS,Behavioral,Describe your experience with CSS focusing on collaboration.
MLOps Engineer,Senior,Kubernetes,Behavioral,Describe your experience with Kubernetes focusing on failure.
Software Engineer,Mid,TypeScript,Behavioral,Describe your experience with TypeScript focusing on leadership.
Robotics Software Engineer,Mid,AWS,Behavioral,Describe your experience with AWS focusing on stress handling.
Solutions Engineer,Junior,JavaScript,Behavioral,Describe your experience with JavaScript focusing on delivery.
Platform Engineer,Junior,Next.js,Behavioral,Describe your experience with Next.js focusing on delivery.
Game Developer,Mid,Node.js,Behavioral,Describe your experience with Node.js focusing on problem solving.
Cross-Platform Developer,Senior,TypeScript,Behavioral,Describe your experience with TypeScript focusing on growth.
Machine Learning Engineer,Senior,Spring,Behavioral,Describe your experience with Spring focusing on growth.
JavaScript Engineer,Mid,Java,Behavioral,Describe your experience with Java focusing on growth.
Cross-Platform Developer,Mid,Docker,Behavioral,Describe your experience with Docker focusing on learning.
Full Stack Developer,Mid,Node.js,Behavioral,Describe your experience with Node.js focusing on growth.
Frontend Developer,Senior,CSS,Behavioral,Describe your experience with CSS focusing on leadership.
ML Engineer,Senior,Docker,Behavioral,Describe your experience with Docker focusing on adaptability.
Software Engineer,Senior,TypeScript,Behavioral,Describe your experience with TypeScript focusing on leadership.
Cloud Engineer,Senior,Azure,Behavioral,Describe your experience with Azure focusing on responsibility.
Platform Engineer,Senior,React,Behavioral,Describe your experience with React focusing on decision making.
AI Engineer,Senior,Flask,Behavioral,Describe your experience with Flask focusing on time management.
Cloud Engineer,Mid,Flask,Behavioral,Describe your experience with Flask focusing on ownership.
Robotics Software Engineer,Senior,Azure,Behavioral,Describe your experience with Azure focusing on growth.
Backend Developer,Mid,React,Behavioral,Describe your experience with React focusing on learning.
Data Platform Engineer,Junior,Java,Behavioral,Describe your experience with Java focusing on responsibility.
Android Engineer,Junior,CSS,Behavioral,Describe your experience with CSS focusing on innovation.
Mobile Developer,Junior,MySQL,Behavioral,Describe your experience with MySQL focusing on prioritization.
QA Automation Engineer,Mid,Azure,Behavioral,Describe your experience with Azure focusing on ownership.
UI Engineer,Mid,Python,Behavioral,Describe your experience with Python focusing on leadership.
Blockchain Developer,Senior,Node.js,Behavioral,Describe your experience with Node.js focusing on responsibility.
Robotics Software Engineer,Senior,Django,Behavioral,Describe your experience with Django focusing on failure.
Cloud Engineer,Mid,Next.js,Behavioral,Describe your experience with Next.js focusing on adaptability.
AI Engineer,Senior,Django,Behavioral,Describe your experience with Django focusing on prioritization.
Platform Engineer,Senior,HTML,Behavioral,Describe your experience with HTML focusing on planning.
Next.js Developer,Senior,Node.js,Behavioral,Describe your experience with Node.js focusing on growth.
Embedded Software Engineer,Mid,TypeScript,Behavioral,Describe your experience with TypeScript focusing on initiative.
Cloud Engineer,Senior,Node.js,Behavioral,Describe your experience with Node.js focusing on delivery.
React Developer,Mid,AWS,Behavioral,Describe your experience with AWS focusing on planning.
Solutions Engineer,Senior,Express,Behavioral,Describe your experience with Express focusing on impact.
Game Developer,Senior,Spring,Behavioral,Describe your experience with Spring focusing on collaboration.
Infrastructure Engineer,Mid,MongoDB,Behavioral,Describe your experience with MongoDB focusing on initiative.
Frontend Developer,Senior,Vue.js,Behavioral,Describe your experience with Vue.js focusing on conflict.
Next.js Developer,Mid,PostgreSQL,Behavioral,Describe your experience with PostgreSQL focusing on ownership.
Backend Developer,Mid,Kubernetes,Behavioral,Describe your experience with Kubernetes focusing on innovation.
Analytics Engineer,Mid,Redis,Behavioral,Describe your experience with Redis focusing on feedback.
Penetration Testing Engineer,Mid,Spring,Behavioral,Describe your experience with Spring focusing on initiative.
Data Platform Engineer,Junior,React,Behavioral,Describe your experience with React focusing on planning.
Frontend Developer,Senior,Python,Behavioral,Describe your experience with Python focusing on innovation.
Infrastructure Engineer,Junior,Docker,Behavioral,Describe your experience with Docker focusing on decision making.
QA Engineer,Senior,Node.js,Behavioral,Describe your experience with Node.js focusing on conflict.
Embedded Software Engineer,Mid,Next.js,Behavioral,Describe your experience with Next.js focusing on stress handling.
MLOps Engineer,Mid,Angular,Behavioral,Describe your experience with Angular focusing on feedback.
Embedded Software Engineer,Junior,Express,Behavioral,Describe your experience with Express focusing on learning.
Principal Software Engineer,Junior,Flask,Behavioral,Describe your experience with Flask focusing on ownership.
Staff Software Engineer,Senior,Angular,Behavioral,Describe your experience with Angular focusing on ownership.
Firmware Engineer,Junior,AWS,Behavioral,Describe your experience with AWS focusing on teamwork.
Embedded Software Engineer,Mid,MySQL,Behavioral,Describe your experience with MySQL focusing on ownership.
Next.js Developer,Junior,PostgreSQL,Behavioral,Describe your experience with PostgreSQL focusing on failure.
Web Developer,Senior,Docker,Behavioral,Describe your experience with Docker focusing on growth.
Infrastructure Engineer,Senior,Vue.js,Behavioral,Describe your experience with Vue.js focusing on problem solving.
Analytics Engineer,Mid,Spring,Behavioral,Describe your experience with Spring focusing on adaptability.
JavaScript Engineer,Junior,Flask,Behavioral,Describe your experience with Flask focusing on initiative.
DevOps Engineer,Senior,MongoDB,Behavioral,Describe your experience with MongoDB focusing on teamwork.
DevOps Engineer,Mid,Redis,Behavioral,Describe your experience with Redis focusing on innovation.
ML Engineer,Senior,Angular,Behavioral,Describe your experience with Angular focusing on communication.
Embedded Software Engineer,Junior,Docker,Behavioral,Describe your experience with Docker focusing on decision making.
Security Engineer,Mid,Angular,Behavioral,Describe your experience with Angular focusing on deadlines.
Build and Release Engineer,Mid,Express,Behavioral,Describe your experience with Express focusing on adaptability.
AI Engineer,Mid,Vue.js,Behavioral,Describe your experience with Vue.js focusing on initiative.
Cross-Platform Developer,Junior,Next.js,Behavioral,Describe your experience with Next.js focusing on impact.
AI Engineer,Mid,CSS,Behavioral,Describe your experience with CSS focusing on adaptability.
Mobile Developer,Senior,Azure,Behavioral,Describe your experience with Azure focusing on responsibility.
Embedded Software Engineer,Junior,AWS,Behavioral,Describe your experience with AWS focusing on adaptability.
Data Platform Engineer,Mid,Java,Behavioral,Describe your experience with Java focusing on failure.
JavaScript Engineer,Mid,HTML,Behavioral,Describe your experience with HTML focusing on initiative.
